data_source_agency_code,sample_year,species_name,data_type_name,statistical_area_code,pfmc_area_code,mfbds_v_sample.punch_card_area_code,mfbds_v_fish.punch_card_area_code,stock_region,CountOffish_length,CountOffish_weight,CountOfsex_code,CountOfbest_age,CountOfage_structure,age_structure_name
WDFW,2006,Yellowtail Rockfish,Commercial,17,3A,,,"Coastal, WA ",51,0,51,0,0,No age structure taken
WDFW,2006,Yellowtail Rockfish,Commercial,17,3A,,,"Coastal, WA ",70,0,70,70,70,Otolith
WDFW,2006,Yellowtail Rockfish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",143,0,143,143,143,Otolith
WDFW,2006,Yellowtail Rockfish,Commercial,32,3A,,,"U.S. Coastal, Non-WA",50,0,50,50,50,Otolith
WDFW,2007,Arrowtooth Flounder,Commercial,12,3B,,,"Coastal, WA ",200,0,200,0,0,No age structure taken
WDFW,2007,Arrowtooth Flounder,Commercial,13,3C,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2007,Arrowtooth Flounder,Commercial,14,3B,,,"Coastal, WA ",350,0,350,0,0,No age structure taken
WDFW,2007,Arrowtooth Flounder,Commercial,15,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2007,Arrowtooth Flounder,Commercial,16,3A,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2007,Arrowtooth Flounder,Commercial,17,3A,,,"Coastal, WA ",200,0,200,0,0,No age structure taken
WDFW,2007,Aurora Rockfish,Commercial,13,3C,,,"Coastal, WA ",9,0,9,0,0,No age structure taken
WDFW,2007,Aurora Rockfish,Commercial,14,3B,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2007,Aurora Rockfish,Commercial,15,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2007,Aurora Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2007,Big Skate,Commercial,12,3B,,,"Coastal, WA ",25,0,25,0,25,Fin
WDFW,2007,Big Skate,Commercial,12,3B,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2007,Big Skate,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,1,Vertebra
WDFW,2007,Big Skate,Commercial,15,3B,,,"Coastal, WA ",1,0,1,0,1,Vertebra
WDFW,2007,Big Skate,Commercial,16,3A,,,"Coastal, WA ",103,0,103,0,103,Vertebra
WDFW,2007,Big Skate,Commercial,17,3A,,,"Coastal, WA ",43,0,43,0,43,Vertebra
WDFW,2007,Blackgill Rockfish,Commercial,13,3C,,,"Coastal, WA ",14,0,14,0,0,No age structure taken
WDFW,2007,Blackgill Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2007,Blackgill Rockfish,Commercial,15,3B,,,"Coastal, WA ",6,0,6,0,0,No age structure taken
WDFW,2007,Blackgill Rockfish,Commercial,17,3A,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2007,Blackgill Rockfish,Commercial,,,,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2007,Blackgill Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2007,Canary Rockfish,Commercial,12,3B,,,"Coastal, WA ",268,0,269,243,269,Otolith
WDFW,2007,Canary Rockfish,Commercial,13,3C,,,"Coastal, WA ",6,0,6,6,6,Otolith
WDFW,2007,Canary Rockfish,Commercial,14,3B,,,"Coastal, WA ",16,0,16,16,16,Otolith
WDFW,2007,Canary Rockfish,Commercial,15,3B,,,"Coastal, WA ",73,0,73,73,73,Otolith
WDFW,2007,Canary Rockfish,Commercial,16,3A,,,"Coastal, WA ",112,2,112,110,112,Otolith
WDFW,2007,Canary Rockfish,Commercial,17,3A,,,"Coastal, WA ",22,1,22,22,22,Otolith
WDFW,2007,Canary Rockfish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",2,0,2,2,2,Otolith
WDFW,2007,Canary Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",9,0,9,9,9,Otolith
WDFW,2007,Darkblotched Rockfish,Commercial,12,3B,,,"Coastal, WA ",96,0,96,96,96,Otolith
WDFW,2007,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",100,0,50,0,0,No age structure taken
WDFW,2007,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",114,0,114,114,114,Otolith
WDFW,2007,Darkblotched Rockfish,Commercial,14,3B,,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2007,Darkblotched Rockfish,Commercial,14,3B,,,"Coastal, WA ",99,0,99,99,99,Otolith
WDFW,2007,Darkblotched Rockfish,Commercial,15,3B,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2007,Darkblotched Rockfish,Commercial,15,3B,,,"Coastal, WA ",64,0,64,64,64,Otolith
WDFW,2007,Darkblotched Rockfish,Commercial,17,3A,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2007,Darkblotched Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2007,Dover Sole,Commercial,12,3B,,,"Coastal, WA ",350,0,350,0,0,No age structure taken
WDFW,2007,Dover Sole,Commercial,12,3B,,,"Coastal, WA ",350,0,350,171,350,Otolith
WDFW,2007,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",200,0,200,0,0,No age structure taken
WDFW,2007,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",200,0,200,171,200,Otolith
WDFW,2007,Dover Sole,Commercial,14,3B,,,"Coastal, WA ",400,0,350,0,0,No age structure taken
WDFW,2007,Dover Sole,Commercial,14,3B,,,"Coastal, WA ",400,0,400,197,400,Otolith
WDFW,2007,Dover Sole,Commercial,15,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2007,Dover Sole,Commercial,15,3B,,,"Coastal, WA ",150,0,150,98,150,Otolith
WDFW,2007,English Sole,Commercial,12,3B,,,"Coastal, WA ",400,0,400,0,0,No age structure taken
WDFW,2007,English Sole,Commercial,12,3B,,,"Coastal, WA ",400,0,400,398,400,Otolith
WDFW,2007,English Sole,Commercial,15,3B,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2007,English Sole,Commercial,16,3A,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2007,English Sole,Commercial,16,3A,,,"Coastal, WA ",550,0,550,546,550,Otolith
WDFW,2007,English Sole,Commercial,17,3A,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2007,Greenstriped Rockfish,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2007,Greenstriped Rockfish,Commercial,15,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2007,Greenstriped Rockfish,Commercial,16,3A,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2007,Lingcod,Commercial,12,3B,,,"Coastal, WA ",125,0,125,125,125,Fin
WDFW,2007,Lingcod,Commercial,13,3C,,,"Coastal, WA ",47,0,47,47,47,Fin
WDFW,2007,Lingcod,Commercial,14,3B,,,"Coastal, WA ",76,0,76,76,76,Fin
WDFW,2007,Lingcod,Commercial,15,3B,,,"Coastal, WA ",25,0,25,25,25,Fin
WDFW,2007,Lingcod,Commercial,16,3A,,,"Coastal, WA ",181,0,181,181,181,Fin
WDFW,2007,Lingcod,Commercial,17,3A,,,"Coastal, WA ",43,0,43,43,43,Fin
WDFW,2007,Longnose Skate,Commercial,12,3B,,,"Coastal, WA ",111,0,111,0,111,Fin
WDFW,2007,Longnose Skate,Commercial,14,3B,,,"Coastal, WA ",25,0,25,0,25,Fin
WDFW,2007,Longnose Skate,Commercial,14,3B,,,"Coastal, WA ",169,0,169,0,169,Vertebra
WDFW,2007,Longnose Skate,Commercial,15,3B,,,"Coastal, WA ",50,0,50,0,50,Fin
WDFW,2007,Longnose Skate,Commercial,15,3B,,,"Coastal, WA ",26,0,26,0,26,Vertebra
WDFW,2007,Longspine Thornyhead,Commercial,12,3B,,,"Coastal, WA ",141,0,141,0,0,No age structure taken
WDFW,2007,Longspine Thornyhead,Commercial,13,3C,,,"Coastal, WA ",55,0,55,0,0,No age structure taken
WDFW,2007,Longspine Thornyhead,Commercial,14,3B,,,"Coastal, WA ",120,0,120,0,0,No age structure taken
WDFW,2007,Pacific Cod,Commercial,12,3B,,,"Coastal, WA ",700,0,700,0,0,No age structure taken
WDFW,2007,Pacific Ocean Perch,Commercial,12,3B,,,"Coastal, WA ",41,0,41,41,41,Otolith
WDFW,2007,Pacific Ocean Perch,Commercial,13,3C,,,"Coastal, WA ",202,0,152,0,0,No age structure taken
WDFW,2007,Pacific Ocean Perch,Commercial,13,3C,,,"Coastal, WA ",200,0,200,198,200,Otolith
WDFW,2007,Pacific Ocean Perch,Commercial,14,3B,,,"Coastal, WA ",65,0,15,0,0,No age structure taken
WDFW,2007,Pacific Ocean Perch,Commercial,14,3B,,,"Coastal, WA ",330,0,330,310,330,Otolith
WDFW,2007,Pacific Ocean Perch,Commercial,15,3B,,,"Coastal, WA ",8,0,8,0,0,No age structure taken
WDFW,2007,Pacific Ocean Perch,Commercial,15,3B,,,"Coastal, WA ",56,0,56,56,56,Otolith
WDFW,2007,Pacific Ocean Perch,Commercial,17,3A,,,"Coastal, WA ",7,0,7,0,0,No age structure taken
WDFW,2007,Pacific Ocean Perch,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2007,Pacific Sardine,Commercial,16,3A,,,"Coastal, WA ",125,125,125,124,125,Otolith
WDFW,2007,Pacific Sardine,Commercial,17,3A,,,"Coastal, WA ",50,50,50,50,50,Otolith
WDFW,2007,Pacific Sardine,Commercial,30,3A,,,"U.S. Coastal, Non-WA",25,25,25,24,25,Otolith
WDFW,2007,Pacific Sardine,Commercial,,,,,"Coastal, WA and Non-WA",25,25,25,23,25,Otolith
WDFW,2007,Pacific Sardine,Commercial,,,,,No Area Data,25,25,25,25,25,Otolith
WDFW,2007,Pacific Whiting (Hake),Commercial,,3A,,,"Coastal, WA and Non-WA",2215,0,2200,0,0,No age structure taken
WDFW,2007,Pacific Whiting (Hake),Commercial,,3A,,,"Coastal, WA and Non-WA",420,420,420,0,420,Otolith
WDFW,2007,Petrale Sole,Commercial,12,3B,,,"Coastal, WA ",342,0,342,0,0,No age structure taken
WDFW,2007,Petrale Sole,Commercial,12,3B,,,"Coastal, WA ",350,0,350,350,350,Otolith
WDFW,2007,Petrale Sole,Commercial,13,3C,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2007,Petrale Sole,Commercial,13,3C,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2007,Petrale Sole,Commercial,15,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2007,Petrale Sole,Commercial,15,3B,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2007,Petrale Sole,Commercial,16,3A,,,"Coastal, WA ",250,0,250,0,0,No age structure taken
WDFW,2007,Petrale Sole,Commercial,16,3A,,,"Coastal, WA ",300,0,300,300,300,Otolith
WDFW,2007,Petrale Sole,Commercial,17,3A,,,"Coastal, WA ",250,0,250,0,0,No age structure taken
WDFW,2007,Petrale Sole,Commercial,17,3A,,,"Coastal, WA ",250,0,250,249,250,Otolith
WDFW,2007,Redbanded Rockfish,Commercial,12,3B,,,"Coastal, WA ",146,0,146,0,146,Otolith
WDFW,2007,Redbanded Rockfish,Commercial,13,3C,,,"Coastal, WA ",31,0,31,0,0,No age structure taken
WDFW,2007,Redbanded Rockfish,Commercial,13,3C,,,"Coastal, WA ",117,0,117,0,117,Otolith
WDFW,2007,Redbanded Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2007,Redbanded Rockfish,Commercial,14,3B,,,"Coastal, WA ",49,0,49,0,49,Otolith
WDFW,2007,Redbanded Rockfish,Commercial,15,3B,,,"Coastal, WA ",2,0,2,0,2,Otolith
WDFW,2007,Redbanded Rockfish,Commercial,,,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2007,Redbanded Rockfish,Commercial,,,,,"Coastal, WA ",4,0,4,0,4,Otolith
WDFW,2007,Redbanded Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",65,0,65,0,65,Otolith
WDFW,2007,Rougheye Rockfish,Commercial,12,3B,,,"Coastal, WA ",172,0,172,0,0,No age structure taken
WDFW,2007,Rougheye Rockfish,Commercial,12,3B,,,"Coastal, WA ",256,0,256,0,256,Otolith
WDFW,2007,Rougheye Rockfish,Commercial,13,3C,,,"Coastal, WA ",73,0,73,0,0,No age structure taken
WDFW,2007,Rougheye Rockfish,Commercial,13,3C,,,"Coastal, WA ",124,0,124,0,124,Otolith
WDFW,2007,Rougheye Rockfish,Commercial,14,3B,,,"Coastal, WA ",119,0,119,0,0,No age structure taken
WDFW,2007,Rougheye Rockfish,Commercial,14,3B,,,"Coastal, WA ",350,0,350,0,350,Otolith
WDFW,2007,Rougheye Rockfish,Commercial,15,3B,,,"Coastal, WA ",75,0,75,0,75,Otolith
WDFW,2007,Rougheye Rockfish,Commercial,17,3A,,,"Coastal, WA ",77,0,77,0,77,Otolith
WDFW,2007,Rougheye Rockfish,Commercial,9,3C,,,Canadian,35,0,35,0,0,No age structure taken
WDFW,2007,Rougheye Rockfish,Commercial,9,3C,,,Canadian,25,0,25,0,25,Otolith
WDFW,2007,Rougheye Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",35,0,35,0,0,No age structure taken
WDFW,2007,Rougheye Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",127,0,127,0,127,Otolith
WDFW,2007,Sablefish,Commercial,13,3C,,,"Coastal, WA ",43,0,0,0,0,No age structure taken
WDFW,2007,Sablefish,Commercial,13,3C,,,"Coastal, WA ",22,0,22,22,22,Otolith
WDFW,2007,Sablefish,Commercial,14,3B,,,"Coastal, WA ",18,0,0,0,0,No age structure taken
WDFW,2007,Sablefish,Commercial,15,3B,,,"Coastal, WA ",22,0,22,22,22,Otolith
WDFW,2007,Sablefish,Commercial,16,3A,,,"Coastal, WA ",15,0,15,15,15,Otolith
WDFW,2007,Sablefish,Commercial,17,3A,,,"Coastal, WA ",18,0,18,18,18,Otolith
WDFW,2007,Sablefish,Commercial,,,,,"Coastal, WA ",1120,0,60,0,0,No age structure taken
WDFW,2007,Sablefish,Commercial,,,,,"Coastal, WA ",1058,0,1053,740,1058,Otolith
WDFW,2007,Sablefish,Commercial,,,,,"Coastal, WA and Non-WA",132,0,0,0,0,No age structure taken
WDFW,2007,Sablefish,Commercial,,,,,"Coastal, WA and Non-WA",187,0,187,180,187,Otolith
WDFW,2007,Sharpchin Rockfish,Commercial,13,3C,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2007,Sharpchin Rockfish,Commercial,15,3B,,,"Coastal, WA ",7,0,7,0,0,No age structure taken
WDFW,2007,Shortraker Rockfish,Commercial,12,3B,,,"Coastal, WA ",13,0,13,0,13,Otolith
WDFW,2007,Shortraker Rockfish,Commercial,13,3C,,,"Coastal, WA ",38,0,38,0,38,Otolith
WDFW,2007,Shortraker Rockfish,Commercial,14,3B,,,"Coastal, WA ",29,0,29,0,29,Otolith
WDFW,2007,Shortraker Rockfish,Commercial,15,3B,,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2007,Shortraker Rockfish,Commercial,15,3B,,,"Coastal, WA ",9,0,9,0,9,Otolith
WDFW,2007,Shortraker Rockfish,Commercial,17,3A,,,"Coastal, WA ",2,0,2,0,2,Otolith
WDFW,2007,Shortraker Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",3,0,3,0,3,Otolith
WDFW,2007,Shortspine Thornyhead,Commercial,12,3B,,,"Coastal, WA ",93,0,93,0,0,No age structure taken
WDFW,2007,Shortspine Thornyhead,Commercial,13,3C,,,"Coastal, WA ",116,0,116,0,0,No age structure taken
WDFW,2007,Shortspine Thornyhead,Commercial,14,3B,,,"Coastal, WA ",192,0,192,0,0,No age structure taken
WDFW,2007,Shortspine Thornyhead,Commercial,15,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2007,Shortspine Thornyhead,Commercial,16,3A,,,"Coastal, WA ",6,0,6,0,0,No age structure taken
WDFW,2007,Shortspine Thornyhead,Commercial,17,3A,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2007,Shortspine Thornyhead,Commercial,,,,,"Coastal, WA and Non-WA",100,0,100,0,0,No age structure taken
WDFW,2007,Silvergrey Rockfish,Commercial,13,3C,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2007,Spiny Dogfish,Commercial,12,3B,,,"Coastal, WA ",172,0,172,0,0,No age structure taken
WDFW,2007,Spiny Dogfish,Commercial,12,3B,,,"Coastal, WA ",200,0,200,200,200,Second dorsal spine
WDFW,2007,Spiny Dogfish,Commercial,13,3C,,,"Coastal, WA ",618,0,585,0,0,No age structure taken
WDFW,2007,Spiny Dogfish,Commercial,13,3C,,,"Coastal, WA ",775,0,775,770,776,Second dorsal spine
WDFW,2007,Spiny Dogfish,Commercial,14,3B,,,"Coastal, WA ",50,0,50,50,50,Second dorsal spine
WDFW,2007,Spiny Dogfish,Commercial,16,3A,,,"Coastal, WA ",75,0,75,0,0,No age structure taken
WDFW,2007,Spiny Dogfish,Commercial,16,3A,,,"Coastal, WA ",65,0,65,65,65,Second dorsal spine
WDFW,2007,Spiny Dogfish,Commercial,17,3A,,,"Coastal, WA ",65,0,65,0,0,No age structure taken
WDFW,2007,Spiny Dogfish,Commercial,17,3A,,,"Coastal, WA ",70,0,70,70,70,Second dorsal spine
WDFW,2007,Splitnose Rockfish,Commercial,13,3C,,,"Coastal, WA ",11,0,11,0,0,No age structure taken
WDFW,2007,Splitnose Rockfish,Commercial,14,3B,,,"Coastal, WA ",55,0,55,0,0,No age structure taken
WDFW,2007,Splitnose Rockfish,Commercial,15,3B,,,"Coastal, WA ",15,0,15,0,0,No age structure taken
WDFW,2007,Splitnose Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",4,0,4,0,0,No age structure taken
WDFW,2007,Widow Rockfish,Commercial,12,3B,,,"Coastal, WA ",100,0,50,0,0,No age structure taken
WDFW,2007,Widow Rockfish,Commercial,12,3B,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2007,Widow Rockfish,Commercial,13,3C,,,"Coastal, WA ",20,0,0,0,0,No age structure taken
WDFW,2007,Widow Rockfish,Commercial,13,3C,,,"Coastal, WA ",134,0,134,134,134,Otolith
WDFW,2007,Widow Rockfish,Commercial,14,3B,,,"Coastal, WA ",3,0,3,3,3,Otolith
WDFW,2007,Widow Rockfish,Commercial,16,3A,,,"Coastal, WA ",50,0,0,0,0,No age structure taken
WDFW,2007,Widow Rockfish,Commercial,16,3A,,,"Coastal, WA ",200,0,200,200,200,Otolith
WDFW,2007,Widow Rockfish,Commercial,17,3A,,,"Coastal, WA ",26,0,3,0,0,No age structure taken
WDFW,2007,Widow Rockfish,Commercial,17,3A,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2007,Widow Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",50,0,50,50,50,Otolith
WDFW,2007,Yelloweye Rockfish,Commercial,12,3B,,,"Coastal, WA ",28,0,28,20,28,Otolith
WDFW,2007,Yelloweye Rockfish,Commercial,13,3C,,,"Coastal, WA ",7,6,7,6,7,Otolith
WDFW,2007,Yelloweye Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,1,1,0,1,Otolith
WDFW,2007,Yelloweye Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",8,5,8,8,8,Otolith
WDFW,2007,Yelloweye Rockfish,Commercial,34,2B,,,"U.S. Coastal, Non-WA",2,2,2,1,2,Otolith
WDFW,2007,Yelloweye Rockfish,Commercial,,,,,No Area Data,2,2,2,2,2,Otolith
WDFW,2007,Yellowmouth Rockfish,Commercial,14,3B,,,"Coastal, WA ",7,0,7,0,0,No age structure taken
WDFW,2007,Yellowtail Rockfish,Commercial,12,3B,,,"Coastal, WA ",205,0,48,0,0,No age structure taken
WDFW,2007,Yellowtail Rockfish,Commercial,12,3B,,,"Coastal, WA ",325,0,325,324,325,Otolith
WDFW,2007,Yellowtail Rockfish,Commercial,13,3C,,,"Coastal, WA ",114,0,54,0,0,No age structure taken
WDFW,2007,Yellowtail Rockfish,Commercial,13,3C,,,"Coastal, WA ",71,0,71,71,71,Otolith
WDFW,2007,Yellowtail Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,0,1,1,1,Otolith
WDFW,2007,Yellowtail Rockfish,Commercial,15,3B,,,"Coastal, WA ",210,0,20,0,0,No age structure taken
WDFW,2007,Yellowtail Rockfish,Commercial,15,3B,,,"Coastal, WA ",230,0,230,230,230,Otolith
WDFW,2007,Yellowtail Rockfish,Commercial,16,3A,,,"Coastal, WA ",309,0,47,0,0,No age structure taken
WDFW,2007,Yellowtail Rockfish,Commercial,16,3A,,,"Coastal, WA ",497,0,497,495,497,Otolith
WDFW,2007,Yellowtail Rockfish,Commercial,17,3A,,,"Coastal, WA ",255,0,20,0,0,No age structure taken
WDFW,2007,Yellowtail Rockfish,Commercial,17,3A,,,"Coastal, WA ",278,0,278,276,278,Otolith
WDFW,2007,Yellowtail Rockfish,Commercial,32,3A,,,"U.S. Coastal, Non-WA",20,0,20,0,0,No age structure taken
WDFW,2008,Arrowtooth Flounder,Commercial,13,3C,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2008,Arrowtooth Flounder,Commercial,14,3B,,,"Coastal, WA ",800,0,800,0,0,No age structure taken
WDFW,2008,Aurora Rockfish,Commercial,13,3C,,,"Coastal, WA ",11,0,11,0,0,No age structure taken
WDFW,2008,Aurora Rockfish,Commercial,14,3B,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2008,Aurora Rockfish,Commercial,15,3B,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2008,Aurora Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2008,Big Skate,Commercial,12,3B,,,"Coastal, WA ",15,0,15,0,0,No age structure taken
WDFW,2008,Big Skate,Commercial,15,3B,,,"Coastal, WA ",12,0,12,0,0,No age structure taken
WDFW,2008,Big Skate,Commercial,16,3A,,,"Coastal, WA ",67,0,67,0,0,No age structure taken
WDFW,2008,Blackgill Rockfish,Commercial,13,3C,,,"Coastal, WA ",9,0,9,0,0,No age structure taken
WDFW,2008,Blackgill Rockfish,Commercial,14,3B,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2008,Blackgill Rockfish,Commercial,15,3B,,,"Coastal, WA ",10,0,10,0,0,No age structure taken
WDFW,2008,Blackgill Rockfish,Commercial,16,3A,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2008,Blackgill Rockfish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",1,0,1,0,0,No age structure taken
WDFW,2008,Blackgill Rockfish,Commercial,,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2008,Blackgill Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",4,0,4,0,0,No age structure taken
WDFW,2008,Blackspotted Rockfish,Commercial,13,3C,,,"Coastal, WA ",12,0,12,0,0,No age structure taken
WDFW,2008,Blackspotted Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2008,Bocaccio,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2008,Canary Rockfish,Commercial,12,3B,,,"Coastal, WA ",434,0,434,423,435,Otolith
WDFW,2008,Canary Rockfish,Commercial,13,3C,,,"Coastal, WA ",36,0,36,37,38,Otolith
WDFW,2008,Canary Rockfish,Commercial,15,3B,,,"Coastal, WA ",43,1,43,43,43,Otolith
WDFW,2008,Canary Rockfish,Commercial,16,3A,,,"Coastal, WA ",112,0,112,111,112,Otolith
WDFW,2008,Canary Rockfish,Commercial,17,3A,,,"Coastal, WA ",15,0,15,15,15,Otolith
WDFW,2008,Darkblotched Rockfish,Commercial,12,3B,,,"Coastal, WA ",29,0,29,29,29,Otolith
WDFW,2008,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2008,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",274,0,274,174,274,Otolith
WDFW,2008,Darkblotched Rockfish,Commercial,14,3B,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2008,Darkblotched Rockfish,Commercial,15,3B,,,"Coastal, WA ",42,0,42,40,42,Otolith
WDFW,2008,Dover Sole,Commercial,12,3B,,,"Coastal, WA ",300,0,300,0,0,No age structure taken
WDFW,2008,Dover Sole,Commercial,12,3B,,,"Coastal, WA ",334,0,333,0,334,Otolith
WDFW,2008,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",350,0,350,0,0,No age structure taken
WDFW,2008,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",400,0,400,0,400,Otolith
WDFW,2008,Dover Sole,Commercial,14,3B,,,"Coastal, WA ",350,0,350,0,0,No age structure taken
WDFW,2008,Dover Sole,Commercial,14,3B,,,"Coastal, WA ",400,0,400,0,400,Otolith
WDFW,2008,English Sole,Commercial,12,3B,,,"Coastal, WA ",250,0,250,0,0,No age structure taken
WDFW,2008,English Sole,Commercial,12,3B,,,"Coastal, WA ",250,0,250,250,250,Otolith
WDFW,2008,English Sole,Commercial,13,3C,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2008,English Sole,Commercial,13,3C,,,"Coastal, WA ",100,0,100,99,100,Otolith
WDFW,2008,English Sole,Commercial,15,3B,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2008,English Sole,Commercial,15,3B,,,"Coastal, WA ",98,0,98,98,98,Otolith
WDFW,2008,English Sole,Commercial,16,3A,,,"Coastal, WA ",300,0,300,0,0,No age structure taken
WDFW,2008,English Sole,Commercial,16,3A,,,"Coastal, WA ",300,0,300,300,300,Otolith
WDFW,2008,Lingcod,Commercial,12,3B,,,"Coastal, WA ",196,0,196,194,196,Fin
WDFW,2008,Lingcod,Commercial,13,3C,,,"Coastal, WA ",125,0,125,125,125,Fin
WDFW,2008,Lingcod,Commercial,14,3B,,,"Coastal, WA ",25,0,25,24,25,Fin
WDFW,2008,Lingcod,Commercial,16,3A,,,"Coastal, WA ",150,0,150,150,150,Fin
WDFW,2008,Longnose Skate,Commercial,12,3B,,,"Coastal, WA ",114,0,114,0,0,No age structure taken
WDFW,2008,Longnose Skate,Commercial,13,3C,,,"Coastal, WA ",208,0,208,0,0,No age structure taken
WDFW,2008,Longnose Skate,Commercial,14,3B,,,"Coastal, WA ",513,0,513,0,0,No age structure taken
WDFW,2008,Longnose Skate,Commercial,15,3B,,,"Coastal, WA ",25,0,25,0,0,No age structure taken
WDFW,2008,Longnose Skate,Commercial,16,3A,,,"Coastal, WA ",108,0,108,0,0,No age structure taken
WDFW,2008,Longnose Skate,Commercial,,,,,"Coastal, WA and Non-WA",4,0,4,0,0,No age structure taken
WDFW,2008,Longspine Thornyhead,Commercial,13,3C,,,"Coastal, WA ",210,0,210,0,0,No age structure taken
WDFW,2008,Longspine Thornyhead,Commercial,14,3B,,,"Coastal, WA ",160,0,160,0,0,No age structure taken
WDFW,2008,Pacific Cod,Commercial,12,3B,,,"Coastal, WA ",200,0,200,0,0,No age structure taken
WDFW,2008,Pacific Cod,Commercial,14,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
